user,item
22,1830
22,136
22,25
22,3801
22,261
22,17
22,16
22,306
22,77
22,850
22,3895
22,465
22,989
22,3619
22,54
22,21
22,0
22,2415
22,273
22,1128
22,40
22,1667
22,1923
22,205
22,209
22,3657
22,1865
22,675
22,4054
22,65
22,3068
23,2359
23,1664
23,31
23,401
23,114
23,2941
23,2709
23,25
23,74
23,370
23,2365
23,17
23,21
23,80
23,103
23,154
23,261
23,94
23,2422
23,16
23,78
23,3646
23,1986
23,556
23,43
23,5
23,237
23,65
23,136
23,213
23,374
24,727
24,1111
24,1143
24,372
24,3164
24,16
24,755
24,2460
24,1055
24,1260
24,1150
24,3452
24,200
24,9
24,3431
24,17
24,1658
24,371
25,9
25,629
25,802
25,88
25,385
25,0
25,277
25,377
25,1177
25,356
25,536
25,1703
25,181
25,48
25,205
25,246
25,1254
25,2980
25,351
25,16
25,1952
25,89
25,17
25,106
25,44
25,3369
25,113
25,986
25,1046
25,1100
25,209
25,1188
25,136
25,586
25,102
25,21
25,2524
25,532
25,1125
25,868
25,65
25,80
25,668
25,39
26,1681
26,58
26,1382
26,319
26,16
26,3789
26,964
26,17
26,167
26,22
26,31
26,1848
26,49
26,294
26,474
26,136
26,5
26,0
26,214
26,21
27,2570
27,2845
27,23
27,3199
27,232
27,1015
27,2324
27,4027
27,3316
27,706
27,689
27,2828
27,73
27,25
27,1545
27,9
27,17
27,2857
27,1934
28,903
28,1228
28,3
28,2039
28,3960
28,21
28,3487
28,17
29,209
29,2486
29,2591
29,2464
29,21
29,3250
29,17
29,319
29,2951
29,387
29,49
29,294
29,2156
29,1578
29,22
29,956
29,815
29,306
29,80
30,43
30,102
30,17
30,2299
30,21
30,11
30,686
30,16
30,20
30,272
31,78
31,114
31,102
31,49
31,16
31,9
31,458
31,103
31,374
31,11
31,1371
31,88
31,25
31,2308
31,17
31,40
31,167
31,2178
32,3222
32,661
32,17
32,49
32,312
32,136
32,3
32,59
32,706
32,44
32,98
32,3474
32,1165
32,2673
32,226
32,9
32,71
32,157
32,575
32,385
32,1760
32,1970
32,492
32,1153
32,266
32,536
32,137
32,3047
32,19
32,277
32,356
32,1222
32,31
32,27
32,28
32,407
32,1956
33,407
33,5
33,323
33,2509
33,1268
33,92
33,3
33,1074
33,167
33,103
33,116
33,196
33,25
33,2925
33,1507
33,1795
33,414
33,68
33,1907
33,1345
33,287
33,2023
33,781
33,964
33,181
33,625
33,1727
33,26
33,65
33,311
33,35
33,631
33,492
33,409
33,49
33,17
33,3295
33,423
33,200
33,273
33,237
33,306
33,947
33,1560
33,903
33,77
33,40
33,1041
33,731
33,16
33,74
33,156
33,99
33,453
33,2803
33,374
33,315
33,11
33,138
33,350
33,713
33,266
33,2101
33,275
33,43
33,2010
33,39
33,552
33,31
33,420
33,95
33,297
33,71
33,264
33,1329
33,655
33,59
33,197
34,319
34,1549
34,154
34,11
34,92
34,5
34,531
34,1535
34,40
34,773
34,25
34,16
34,21
35,594
35,485
35,3030
35,65
35,30
35,2758
35,262
35,17
35,170
35,105
35,16
36,2562
36,3941
36,2954
36,21
36,2250
36,242
36,39
37,21
37,3
37,2593
37,78
37,31
37,16
37,111
37,1054
37,2685
37,320
37,2950
37,313
37,301
37,200
37,378
37,32
37,146
37,84
37,1072
37,318
37,3044
37,1055
37,17
37,1812
37,167
37,114
37,103
37,25
38,314
38,594
38,216
38,1823
38,1019
38,2408
38,1260
38,1157
38,2269
38,31
38,78
38,16
38,1571
38,817
38,92
38,1644
38,2772
38,1879
38,2816
38,209
38,319
38,352
38,2027
38,33
38,3545
38,2946
38,65
38,167
38,1807
38,1862
38,374
38,17
38,9
38,1597
38,2472
38,136
38,3274
38,4020
38,1816
38,2825
38,3392
38,1413
38,203
38,3001
39,78
39,1055
39,225
39,3603
39,16
39,1582
39,40
39,3707
39,21
39,667
39,65
39,26
40,1985
40,246
40,69
40,133
40,1586
40,41
40,3627
40,39
40,319
40,2076
40,374
40,136
40,3712
40,1579
40,657
40,16
40,1797
40,1081
40,389
40,452
40,471
40,1842
40,709
40,3580
40,2503
40,1276
40,21
40,312
40,3383
40,14
40,875
40,1322
40,3718
40,1662
40,111
40,2512
40,2352
40,1659
40,1219
40,232
40,2224
40,28
40,80
40,2017
40,1222
40,5
40,2558
40,59
40,19
40,1107
40,44
40,34
40,655
40,757
40,950
40,3757
40,2833
41,59
41,1508
41,94
41,54
41,77
41,95
41,3400
41,116
41,9
41,1407
41,335
41,14
41,99
41,2717
41,181
41,3079
41,80
41,187
41,311
41,16
41,103
41,254
41,740
41,1821
41,3063
41,655
41,586
41,1184
41,780
41,25
41,167
41,2241
41,350
41,1055
41,1289
41,2779
41,166
41,344
41,637
41,3598
41,69
41,1271
41,138
41,83
41,678
41,65
41,1992
41,114
41,374
41,31
41,1755
41,555
41,197
41,846
41,522
41,79
41,566
41,26
41,1647
41,78
41,156
41,2685
41,1939
41,3
41,2997
41,39
41,259
41,1670
41,68
41,1559
41,228
41,136
41,783
41,323
41,2394
41,263
41,552
41,58
41,795
41,2388
41,35
41,135
41,3771
41,41
41,218
41,423
41,264
41,74
41,207
41,407
41,826
42,227
42,615
42,57
42,315
42,39
42,5
42,126
42,449
42,259
42,31
42,319
42,624
42,3
42,40
42,722
42,371
42,915
42,1101
42,133
42,119
42,1021
42,239
42,968
42,260
42,123
42,476
42,2087
42,143
42,844
42,0
42,1401
42,305
42,1480
42,293
42,242
42,752
42,517
42,552
42,979
42,94
42,373
42,329
42,9
42,34
42,377
42,316
42,89
42,14
42,1282
42,967
42,867
42,582
42,197
42,201
42,950
42,44
42,1252
42,8
42,326
42,603
42,414
42,334
42,45
42,1497
42,439
42,594
42,111
42,550
42,324
42,512
42,1688
43,764
43,1049
43,66
43,409
43,21
43,504
43,3
43,3739
43,9
43,3232
43,488
43,319
43,43
43,31
43,40
43,17
43,65
43,534
43,2822
43,45
43,69
43,94
43,1368
43,78
43,308
43,57
43,637
44,518
44,889
44,755
44,1726
44,39
44,113
44,707
44,5
44,374
44,88
44,1612
44,492
44,21
44,273
44,9
44,552
44,65
45,1210
45,77
45,1266
45,703
45,272
45,88
45,49
45,159
45,21
45,110
45,80
45,2914
45,2835
45,1367
45,450
45,903
45,292
45,2007
45,2957
45,1904
45,28
45,17
45,154
45,38
45,377
45,1131
45,5
45,474
45,950
45,1068
45,374
45,209
45,79
45,264
45,2598
45,471
45,14
45,342
45,98
45,986
45,201
45,350
45,552
45,2074
45,444
45,2162
45,3087
45,114
45,31
45,661
45,544
45,1222
45,40
45,1346
45,364
45,1620
45,34
45,157
45,25
45,133
45,65
45,312
45,356
45,36
45,234
45,242
45,319
45,757
45,207
45,155
45,1165
45,445
45,246
45,2279
46,816
46,968
46,1464
46,58
46,405
46,167
46,14
46,571
46,1386
46,359
46,37
46,551
46,3038
46,2761
46,545
46,905
46,70
46,831
46,26
46,301
46,686
46,1240
46,45
46,148
46,99
46,20
46,1045
46,44
46,65
46,21
46,2869
46,3
46,143
46,2849
46,379
46,3819
46,1663
46,2508
46,310
46,33
47,453
47,77
47,323
47,227
47,1809
47,135
47,0
47,264
47,311
47,80
47,79
47,586
47,65
47,5
47,266
47,138
47,11
47,21
47,167
47,39
47,155
47,181
47,16
47,31
47,552
47,25
47,103
47,720
47,116
47,407
48,5
48,2158
48,31
48,3200
48,1877
48,9
48,34
48,1999
48,38
48,798
48,2966
49,4044
49,136
49,839
49,3346
49,228
49,1960
49,1727
49,240
49,2228
49,264
49,103
49,200
49,314
49,914
49,65
49,3309
49,2295
49,1926
49,25
49,783
49,1313
49,71
49,755
49,753
49,2431
49,944
49,4069
49,1037
49,21
49,2227
49,4049
49,11
49,166
49,3876
49,444
49,2325
49,155
49,229
49,2964
49,908
49,102
49,1544
49,624
49,17
49,3888
49,106
49,1732
49,884
49,5
49,3204
49,350
49,1139
50,3
50,1512
50,138
50,79
50,264
50,333
50,71
50,223
50,94
50,5
50,793
50,116
50,95
50,9
50,1917
50,302
50,135
50,362
50,25
50,155
50,453
50,39
50,21
50,16
50,197
50,92
50,655
50,552
50,26
50,31
50,77
50,586
50,266
50,275
51,207
51,552
51,2279
51,1068
51,1960
51,11
51,159
51,78
51,315
51,575
51,319
51,689
51,71
51,9
51,171
51,728
51,1093
51,25
51,69
51,17
51,200
51,31
51,16
51,703
51,2911
51,234
51,65
51,292
52,17
52,184
52,168
52,148
52,186
52,40
52,444
52,200
52,262
52,65
53,550
53,79
53,1250
53,3
53,1410
53,562
53,312
53,14
53,350
53,319
53,407
53,323
53,1604
53,137
53,1165
53,65
53,40
53,135
53,266
53,275
53,488
53,1051
53,112
53,11
53,207
53,25
53,71
53,5
53,95
53,69
53,39
53,259
53,155
53,181
53,80
53,57
53,371
53,264
53,60
53,141
53,33
53,77
53,703
53,552
53,539
53,16
53,655
53,453
53,116
53,98
53,311
53,9
53,377
53,615
53,59
53,444
53,31
54,950
54,242
54,31
54,5
54,319
54,9
54,148
54,1667
54,69
54,133
54,657
54,545
54,44
54,374
54,17
54,200
54,113
54,168
54,379
54,25
54,39
54,237
54,1107
54,1861
54,1285
54,45
54,1484
54,40
55,167
55,1444
55,333
55,21
55,1910
55,31
55,139
55,3957
55,106
55,25
55,17
55,41
55,16
56,1475
56,155
56,2862
56,1220
56,988
56,17
56,3621
56,263
56,237
56,88
56,2125
56,5
56,43
56,31
56,706
56,11
56,1078
56,49
56,1571
56,1314
56,16
56,25
56,1591
56,68
56,287
56,921
56,1606
56,423
56,48
57,3937
57,66
57,34
57,3320
57,33
57,3477
57,1757
57,21
57,94
57,9
57,364
57,44
57,200
58,4068
59,3
59,5
59,69
59,318
59,247
59,301
59,65
59,379
59,73
59,162
60,581
60,2893
60,1506
60,502
60,155
60,264
60,615
60,374
60,9
60,1491
60,197
60,3293
60,1982
60,39
60,25
60,861
60,786
60,141
60,78
60,17
60,3709
60,1037
60,1407
60,392
60,3836
60,1482
60,66
60,2457
60,314
61,242
61,1302
61,272
61,562
61,616
61,1268
61,77
61,31
61,1576
61,1719
61,323
61,362
61,2904
61,38
61,1651
61,5
61,3527
61,59
61,9
61,3425
61,2152
61,425
61,1310
61,253
61,2984
61,25
61,69
61,319
61,374
61,615
61,275
61,200
61,21
61,3857
61,711
61,17
61,1199
61,46
61,575
61,65
61,11
61,234
61,2170
61,1414
61,1084
62,359
62,1676
62,132
62,20
62,187
62,197
62,209
62,1045
62,168
62,39
62,44
62,159
62,1804
62,135
62,370
62,1386
62,453
62,58
62,33
62,271
62,138
62,68
62,136
62,19
62,155
62,315
62,1305
62,1094
62,5
62,311
62,1717
62,181
62,440
62,95
62,14
62,319
62,434
62,21
63,2569
63,5
63,2478
63,16
63,1671
63,3
63,17
63,2225
63,899
63,246
64,3424
64,114
64,3
64,5
64,17
64,21
64,78
64,237
64,9
64,2656
64,682
64,57
64,102
64,60
64,25
65,3348
65,5
65,200
65,1340
65,21
65,106
65,560
65,1353
65,1761
65,1645
65,29
65,1104
65,89
65,40
65,2701
65,202
65,2112
65,1888
65,16
66,3321
66,84
66,92
66,542
66,2095
66,911
66,3478
66,150
66,110
66,65
66,270
66,2471
66,21
66,2856
66,49
66,2912
66,301
67,21
67,5
67,11
67,273
67,3221
67,31
67,14
67,16
67,3
67,38
67,17
68,11
68,21
68,16
68,14
68,106
68,35
68,102
68,214
68,114
68,70
68,375
68,319
68,1230
68,1681
68,25
68,5
69,16
69,39
69,65
69,264
69,17
70,1769
70,3797
70,383
70,3096
70,3887
70,25
70,440
70,1633
70,65
70,843
70,26
70,755
70,30
70,996
70,17
70,1141
70,2335
70,132
70,846
70,1149
70,572
70,364
70,3572
70,159
70,3352
70,97
70,68
70,622
70,1026
70,808
70,307
70,397
70,1305
70,204
70,790
70,1717
70,271
70,28
70,106
70,3677
70,3
70,336
70,1155
70,573
70,16
71,17
71,145
71,45
71,1187
71,497
71,1518
71,66
71,21
71,542
71,16
71,1307
71,111
71,405
71,1597
71,1090
71,48
71,2513
71,26
71,615
71,1157
71,1318
71,1629
71,280
72,3644
72,23
72,197
72,1866
72,65
72,2846
72,1909
72,200
72,28
72,1886
72,3548
72,686
72,1070
72,97
72,114
72,25
72,3043
72,3415
72,1284
72,3927
72,234
72,51
72,21
72,94
72,761
72,407
72,689
72,1718
72,890
72,1383
72,9
72,2643
73,21
73,687
73,19
73,25
73,38
73,2248
73,200
73,1320
73,5
73,89
73,9
73,1387
74,441
74,1204
74,16
74,172
74,3083
74,71
74,860
74,295
74,2371
74,148
74,1447
74,3613
74,311
74,356
74,726
74,326
74,33
74,233
74,1802
74,2519
74,128
74,1454
74,3210
74,571
74,4046
74,436
74,221
74,891
74,138
74,1083
74,444
74,52
74,637
74,1605
74,242
74,39
74,370
74,2349
74,374
74,59
74,305
74,915
74,266
74,1377
74,208
74,407
74,178
74,1004
74,1493
74,28
74,647
74,719
74,187
74,20
74,1918
74,1305
74,2511
74,155
74,385
74,1244
74,65
74,508
74,582
74,1813
74,25
74,285
75,192
75,1582
75,402
75,371
75,77
75,1421
75,179
75,102
75,937
75,301
75,89
75,219
75,501
75,2523
75,136
75,381
75,53
75,223
75,329
75,17
75,21
76,319
76,11
76,568
76,9
76,16
76,17
76,31
76,588
76,5
77,14
77,1421
77,16
77,55
77,1692
77,169
77,488
77,88
77,102
77,1781
77,480
77,114
77,17
77,2978
77,2035
77,251
77,66
77,48
77,21
77,83
78,323
78,350
78,247
78,95
78,5
78,973
78,65
78,232
78,275
78,264
78,59
78,16
78,39
78,97
78,116
78,246
78,3
78,586
78,77
78,113
78,9
78,209
78,135
78,31
78,197
78,453
78,25
78,266
78,21
78,138
79,40
79,753
79,100
79,228
79,74
79,58
79,564
79,449
79,65
79,3765
80,102
80,237
80,2016
80,69
80,3032
80,3184
80,106
80,1780
80,374
80,31
80,209
80,1869
80,2169
80,1105
80,25
80,2586
80,21
80,9
80,261
80,1270
80,11
81,1648
81,200
81,301
81,1220
81,2770
81,28
81,25
81,5
81,2648
81,2318
81,237
81,228
81,99
81,114
81,2086
81,9
81,3970
81,3482
81,33
81,78
81,71
81,1203
81,666
81,168
82,3648
82,1407
82,61
82,648
82,909
82,200
82,17
82,3175
82,65
82,2734
82,21
83,132
83,582
83,315
83,9
83,319
83,21
83,819
83,1055
83,44
83,3420
84,48
84,33
84,114
84,228
84,1180
84,26
84,690
84,65
84,1208
85,1445
85,136
85,218
85,1616
85,195
85,3
85,1277
85,1024
85,67
85,603
85,505
85,51
85,132
85,820
85,2604
85,1590
85,25
85,1673
85,325
85,187
85,374
85,937
85,329
85,1367
85,40
85,1054
85,93
85,2064
85,32
85,561
85,1865
85,813
85,2172
85,1640
85,71
85,28
85,127
85,1535
85,1123
85,305
85,666
85,200
85,35
85,709
85,863
85,31
85,607
85,1216
85,106
85,14
85,113
85,783
85,362
85,1335
85,21
85,1740
85,950
85,1003
85,1573
85,319
85,155
85,103
85,1244
85,306
85,1196
85,1678
85,924
85,998
85,1181
85,707
85,234
85,429
85,150
85,168
85,20
85,1338
85,169
85,526
86,0
86,142
86,1667
86,322
86,17
86,14
86,16
86,21
86,9
86,83
86,3922
86,1325
86,25
86,78
86,114
86,88
86,1073
86,706
86,102
86,410
87,385
87,106
87,206
87,11
87,21
87,1220
87,16
87,71
87,14
87,5
87,712
87,25
87,64
87,391
87,894
87,146
87,115
87,9
87,2009
87,582
87,1266
87,255
87,65
87,83
87,319
87,1543
87,78
87,62
87,1648
87,215
88,128
88,1785
88,772
88,1550
88,66
88,1514
88,783
88,2901
88,1243
88,542
88,21
88,747
89,314
89,25
89,11
89,50
89,2590
89,10
89,845
89,488
89,320
89,146
89,103
89,114
89,788
89,313
89,94
89,168
89,467
89,1063
89,937
89,3
89,65
89,852
89,3799
89,851
89,21
89,43
89,774
89,237
89,31
90,89
90,11
90,16
90,88
90,610
90,17
90,67
90,9
90,8
90,106
90,2006
90,264
90,102
90,2755
90,187
91,103
91,3021
91,1090
91,941
91,693
91,2902
91,78
91,301
91,1475
91,102
91,834
91,26
91,21
91,11
91,364
91,113
91,45
91,1395
91,731
91,167
91,1112
91,14
91,65
91,1501
91,88
91,379
91,207
91,1285
91,49
91,592
91,69
91,106
91,31
91,3031
91,938
91,205
91,200
91,1150
91,545
91,905
91,1007
91,930
91,168
91,492
91,616
91,229
91,1892
91,335
91,1658
91,25
91,730
91,1047
91,3
92,167
92,154
92,1503
92,1596
92,25
92,1382
92,1759
92,1397
92,2518
92,21
92,34
92,56
92,1803
92,1075
92,1166
92,78
92,1341
92,2085
92,45
92,62
92,54
92,9
92,280
92,1411
92,16
92,2097
92,103
92,102
92,66
92,938
93,3299
93,26
93,316
93,754
93,343
93,1655
93,148
93,3063
93,1112
93,1085
93,2332
93,905
93,1820
93,478
93,67
93,173
93,1191
93,1132
93,21
93,3
93,246
93,2642
93,1652
93,400
93,731
93,689
93,379
93,5
93,192
93,141
93,106
93,3372
93,44
93,14
93,485
93,58
93,359
93,2624
93,168
93,1303
93,511
93,1240
93,657
93,1047
93,2340
93,2405
93,545
93,39
93,305
93,1285
93,242
93,2829
93,935
93,1981
93,1470
93,976
93,187
93,2072
93,1090
93,290
93,73
93,82
93,1059
93,42
93,53
93,748
93,735
93,28
93,1449
93,954
93,536
93,3277
93,1350
93,1386
93,380
93,1124
93,65
93,669
93,1723
93,785
93,45
93,1545
93,23
93,1263
93,136
94,601
94,21
94,2873
94,17
94,5
94,78
94,9
94,2682
94,375
94,1051
94,70
94,25
95,504
95,181
95,103
95,1691
95,722
95,16
95,3004
95,1334
95,2045
95,17
95,167
95,65
95,1891
95,71
95,482
95,5
95,246
95,25
95,586
96,1386
96,469
96,1773
96,11
96,104
96,242
96,1191
96,89
96,2377
96,431
96,1054
96,20
96,632
96,1045
96,95
96,314
96,319
96,212
96,2694
96,1522
96,224
96,209
96,678
96,232
96,552
96,2299
96,379
96,643
96,1790
96,135
96,132
96,72
96,85
96,969
96,31
96,190
96,826
96,471
96,1872
96,136
96,503
96,273
96,32
96,1576
96,464
96,1604
96,3
96,313
96,901
96,137
96,33
96,43
96,930
96,2174
96,176
96,266
96,311
96,138
96,1527
96,1817
96,1052
96,359
96,1620
96,181
96,1470
96,631
96,1285
96,272
96,39
96,2368
96,2362
96,539
96,615
96,197
96,350
96,1793
96,227
96,485
96,1060
96,3881
96,1626
96,79
96,572
96,1259
96,1288
96,420
96,264
96,418
96,655
96,69
96,1030
96,669
96,141
96,2762
96,28
96,166
96,586
96,1466
96,103
96,71
96,116
96,374
96,979
96,105
96,624
96,15
96,207
96,259
96,80
96,41
96,275
96,25
96,315
96,443
96,1091
96,1357
96,301
96,691
96,92
96,936
97,1142
97,3850
97,1469
97,167
97,23
97,907
97,1764
97,678
97,106
97,25
97,16
97,197
97,690
97,272
97,417
97,78
97,2105
97,42
97,17
97,544
97,9
97,374
97,1970
97,2597
97,108
97,2190
97,51
97,8
97,318
97,140
97,102
97,416
97,685
97,2058
97,917
97,716
97,791
97,488
97,21
97,3052
97,1245
97,385
97,870
97,65
98,92
98,323
98,197
98,361
98,103
98,14
98,263
98,34
98,227
98,155
98,79
98,655
98,1060
98,181
98,807
98,95
98,512
98,5
98,740
98,234
98,116
98,333
98,59
98,39
98,713
98,69
98,141
98,311
98,423
98,3
98,237
98,1052
98,658
98,287
98,251
98,77
98,493
98,10
98,135
98,21
98,409
98,453
98,492
98,264
98,1778
98,796
98,572
98,102
98,138
98,16
98,247
98,586
98,25
98,552
98,1817
98,49
98,1178
99,76
99,556
99,309
99,33
99,65
99,1244
99,254
99,136
99,2802
99,40
99,200
99,102
99,323
99,453
99,1271
99,2516
99,262
99,302
99,311
99,514
99,266
99,1791
99,21
99,683
99,227
99,679
99,17
99,181
99,79
99,135
99,212
99,552
99,503
99,1800
99,1016
99,264
99,350
99,31
99,1554
99,223
99,3
99,138
99,1235
99,39
100,181
100,453
100,106
100,3450
100,1445
100,275
100,2805
100,2896
100,235
100,227
100,77
100,127
100,1767
100,138
100,301
100,624
100,586
100,39
100,311
100,11
100,79
100,323
100,31
100,3
100,80
100,95
100,350
100,264
101,2082
101,114
101,25
101,21
101,10
101,272
101,88
101,65
101,255
101,374
101,16
101,525
102,799
102,247
102,1648
102,33
102,511
102,1566
102,347
102,9
102,827
102,25
102,220
102,2169
102,16
102,57
102,1458
102,223
103,5
103,11
103,3
103,167
104,17
104,106
104,255
104,2824
104,207
104,155
104,690
104,21
104,11
105,21
105,78
105,353
105,83
105,1879
105,492
105,982
105,25
105,689
105,755
105,102
106,3323
106,81
106,87
106,1171
106,16
106,1454
106,167
106,9
106,889
106,5
106,59
106,2675
106,1082
106,21
106,1964
106,420
106,451
106,80
107,31
107,146
107,65
107,21
107,483
107,492
107,48
107,725
107,964
107,2913
107,3142
107,16
107,15
107,243
107,17
108,321
108,11
108,9
108,381
108,5
108,3
108,1285
108,1036
108,114
108,155
108,908
108,16
108,21
108,42
108,25
108,173
108,89
108,318
108,387
108,1099
108,374
108,2510
108,3379
108,2346
108,488
108,809
108,954
108,512
108,820
108,742
108,65
109,99
109,102
109,1103
109,1144
109,469
109,21
109,20
109,65
109,25
109,1629
110,4041
110,722
110,194
110,102
110,1187
110,25
110,1044
110,200
110,40
110,17
110,216
110,2632
110,756
110,0
110,114
110,209
111,1141
111,1084
111,1717
111,755
111,2564
111,436
111,159
111,3
111,26
111,106
111,43
111,65
111,213
111,9
111,1305
111,370
111,271
111,17
111,209
111,1337
111,1155
111,132
111,2359
112,518
112,78
112,3304
112,85
112,616
112,492
112,452
112,1714
113,465
113,374
113,23
113,65
113,111
113,162
113,108
113,120
113,205
113,9
113,209
113,377
113,21
114,9
114,229
114,54
114,3
114,21
114,89
114,1669
114,647
114,1593
114,761
114,17
114,660
114,16
114,1492
114,26
114,3457
114,1786
114,40
115,887
115,2423
115,106
115,21
116,3682
116,3695
116,207
116,9
116,18
116,209
116,86
116,25
116,114
116,250
116,3
116,17
116,771
117,31
117,141
117,251
117,17
117,552
117,1259
117,19
117,156
117,155
117,72
117,1604
117,167
117,65
117,176
117,1242
117,407
117,655
117,1288
117,43
117,409
117,453
117,492
117,2297
117,103
117,79
117,266
117,200
117,979
117,138
117,94
117,586
117,237
117,88
117,197
117,135
117,333
117,89
117,181
117,1041
117,350
117,930
117,92
117,61
117,423
117,452
117,102
117,3
117,1017
117,616
117,311
117,39
117,0
117,114
117,68
117,116
117,1178
117,69
117,26
117,287
117,323
117,731
117,1793
117,740
118,16
118,1582
118,89
118,764
119,432
119,15
119,21
119,33
119,16
119,155
120,647
120,373
120,234
120,1544
120,1096
120,31
120,354
120,285
120,762
120,65
120,40
120,1696
120,69
120,172
120,8
120,1965
120,1244
120,246
120,1813
120,33
120,17
120,2060
120,34
120,407
120,2217
120,136
120,1758
120,1401
120,79
120,2801
120,849
120,937
120,201
120,259
120,197
120,439
120,677
120,571
120,58
120,603
120,21
120,263
120,25
120,2118
120,2955
120,349
120,305
120,1656
120,1981
120,894
120,735
120,3508
120,887
120,141
120,45
120,469
120,908
120,2223
120,508
120,898
120,66
120,1319
120,1252
120,26
120,1293
120,1679
120,229
120,1636
120,209
120,1394
120,2197
120,1972
121,2377
121,199
